Original Entry,Title,Year,Format,TMDB Search JSON,TMDB ID,TMDB Rating,Genre,Poster Path,Cover URL,Cover Image,Runtime (min),Overview,Release Date,Watched?,My Rating (1-5),Notes,TMDB Source URL,Match Status
The Coffee Table (2022),The Coffee Table,2022,Blu-ray,,1056380,6.868,"Horror, Thriller, Drama, Comedy",/r8S7cc676EfgfUDVQKPrqRlbRFz.jpg,https://image.tmdb.org/t/p/w342/r8S7cc676EfgfUDVQKPrqRlbRFz.jpg,,91,"Jesus and María are a couple going through a difficult time in their relationship. Nevertheless, they have just become parents. To shape their new life, they decide to buy a new coffee table. A decision that will change their existence.",2023-11-30,Watched,5,,https://www.themoviedb.org/movie/1056380,Matched
Coherence (2013),Coherence,2013,Blu-ray,,220289,7.214,"Thriller, Science Fiction",/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg,https://image.tmdb.org/t/p/w342/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg,,89,Four couples gather for dinner the night a mysterious and powerful comet passes overhead.,2014-04-06,Watched,5,,https://www.themoviedb.org/movie/220289,Matched
The Collection (2012),The Collection,2012,Blu-ray,,134597,6.4,"Horror, Thriller",/qbhJiXi48fRQevHf56i2JmYqyJ7.jpg,https://image.tmdb.org/t/p/w342/qbhJiXi48fRQevHf56i2JmYqyJ7.jpg,,82,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",2012-11-30,Unwatched,,,https://www.themoviedb.org/movie/134597,Matched
The Collector (2009),The Collector,2009,Blu-ray,,21407,6.617,"Horror, Thriller",/e33HSokiAxhj8ptpAr2xAU4jnd8.jpg,https://image.tmdb.org/t/p/w342/e33HSokiAxhj8ptpAr2xAU4jnd8.jpg,,90,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",2009-07-09,Watched,4,,https://www.themoviedb.org/movie/21407,Matched
Companion (2025),Companion,2025,Blu-ray,,1084199,7,"Horror, Science Fiction, Thriller",/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,https://image.tmdb.org/t/p/w342/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,,97,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",2025-01-22,Watched,4,,https://www.themoviedb.org/movie/1084199,Matched
Confession of Murder (2012),Confession of Murder,2012,Blu-ray,,140212,7.138,"Action, Thriller",/aA2WdIhq7e3grXFg6FZemRvbAIM.jpg,https://image.tmdb.org/t/p/w342/aA2WdIhq7e3grXFg6FZemRvbAIM.jpg,,119,"A serial killer reappears 15 years after his murder spree with a book detailing his crimes. The resentful cop who failed to catch him before is assigned to protect him. The families of the victims plan revenge. And as the media circus spirals out of control, a masked man called ""J"" appears claiming to be the real killer.",2012-11-08,Watched,5,,https://www.themoviedb.org/movie/140212,Matched
The Conjuring (2013),The Conjuring,2013,"Blu-ray, Blu-ray",,138843,7.539,"Horror, Thriller",/wVYREutTvI2tmxr6ujrHT704wGF.jpg,https://image.tmdb.org/t/p/w342/wVYREutTvI2tmxr6ujrHT704wGF.jpg,,112,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013-07-18,Watched,4,,https://www.themoviedb.org/movie/138843,Matched
The Conjuring 2 (2016),The Conjuring 2,2016,Blu-ray,,259693,7.293,Horror,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,https://image.tmdb.org/t/p/w342/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,,134,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,2016-06-08,Watched,3,,https://www.themoviedb.org/movie/259693,Matched
The Conjuring: Last Rites (2025),The Conjuring: Last Rites,2025,Blu-ray,,1038392,6.9,Horror,/byWgphT74ClOVa8EOGzYDkl8DVL.jpg,https://image.tmdb.org/t/p/w342/byWgphT74ClOVa8EOGzYDkl8DVL.jpg,,136,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,2025-09-03,Watched,2,,https://www.themoviedb.org/movie/1038392,Matched
The Conjuring: The Devil Made Me Do It (2021),The Conjuring: The Devil Made Me Do It,2021,Blu-ray,,423108,7.4,"Horror, Mystery, Thriller",/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,https://image.tmdb.org/t/p/w342/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,,111,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",2021-05-25,Watched,3,,https://www.themoviedb.org/movie/423108,Matched
Cop Out (2010),Cop Out,2010,Blu-ray,,23742,5.55,"Action, Comedy, Crime",/qA31i7FPVDHezuoevx3497CvZd4.jpg,https://image.tmdb.org/t/p/w342/qA31i7FPVDHezuoevx3497CvZd4.jpg,,107,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.",2010-02-26,Watched,2,,https://www.themoviedb.org/movie/23742,Matched
Coraline (2009),Coraline,2009,Blu-ray,,14836,7.906,"Animation, Family, Fantasy",/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,https://image.tmdb.org/t/p/w342/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,,100,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",2009-02-05,Watched,5,,https://www.themoviedb.org/movie/14836,Matched
The Crazies (2010),The Crazies,2010,Blu-ray,,29427,6.308,"Mystery, Horror, Action",/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg,https://image.tmdb.org/t/p/w342/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg,,101,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,2010-02-26,Watched,5,,https://www.themoviedb.org/movie/29427,Matched
Creep (2014),Creep,2014,Blu-ray,,250574,6.4,"Horror, Thriller",/qn53D574tT0YRyLgirEFHQwGUXw.jpg,https://image.tmdb.org/t/p/w342/qn53D574tT0YRyLgirEFHQwGUXw.jpg,,82,"Looking for work, Aaron comes across a cryptic online ad: “$1,000 for the day. Filming service. Discretion is appreciated.” Low on cash and full of naiveté, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.",2014-03-08,Watched,5,,https://www.themoviedb.org/movie/250574,Matched
Creepshow (TV Series) (2019-2023),Creepshow (TV Series) (2019-2023),,"Blu-ray (Season 1), Blu-ray (Season 2), Blu-ray (Season 3), Blu-ray (Season 4)",,,,,,,,,,,In Progress,4,,,No TMDB match / check title-year
Creepshow (1982),Creepshow,1982,Blu-ray,,16281,6.898,"Horror, Comedy",/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,https://image.tmdb.org/t/p/w342/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,,120,"Five grisly tales from a 1950s-style comic, including a murdered father rising from beyond, a bizarre meteor, a vengeful husband, a mysterious crate's occupant, and a plague of cockroaches.",1982-11-10,Watched,5,,https://www.themoviedb.org/movie/16281,Matched
Creepshow 2 (1987),Creepshow 2,1987,Blu-ray,,16288,6.249,"Horror, Comedy",/bbanIymLuTYmQGis9nlCkFlT1eg.jpg,https://image.tmdb.org/t/p/w342/bbanIymLuTYmQGis9nlCkFlT1eg.jpg,,89,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.",1987-05-01,Watched,4,,https://www.themoviedb.org/movie/16288,Matched
Cult of Chucky (2017),Cult of Chucky,2017,Blu-ray,,393345,5.844,"Horror, Thriller",/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg,https://image.tmdb.org/t/p/w342/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg,,91,"Confined to an asylum for the criminally insane for the past four years, Nica is wrongly convinced that she, not Chucky, murdered her entire family... until a string of grisly deaths occur after her psychiatrist introduces a new group therapy tool -- a ""Good Guy"" doll.",2017-10-12,Watched,,,https://www.themoviedb.org/movie/393345,Matched
Cure (1997),Cure,1997,Blu-ray,,36095,7.555,"Crime, Thriller, Horror, Mystery",/yTRrqIGusJuzG5Pe3iFQTnHg1Ps.jpg,https://image.tmdb.org/t/p/w342/yTRrqIGusJuzG5Pe3iFQTnHg1Ps.jpg,,111,A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.,1997-12-27,Unwatched,,,https://www.themoviedb.org/movie/36095,Matched
Curse of Chucky (2013),Curse of Chucky,2013,Blu-ray,,167032,5.941,"Horror, Thriller",/x9DzkDWp8O82Wzxk6otuD9bce9a.jpg,https://image.tmdb.org/t/p/w342/x9DzkDWp8O82Wzxk6otuD9bce9a.jpg,,97,"After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to the mounting bloodshed and chaos.",2013-10-08,Watched,,,https://www.themoviedb.org/movie/167032,Matched
The Dark Knight (2008),The Dark Knight,2008,Blu-ray,,155,8.531,"Action, Crime, Thriller",/qJ2tW6WMUDux911r6m7haRef0WH.jpg,https://image.tmdb.org/t/p/w342/qJ2tW6WMUDux911r6m7haRef0WH.jpg,,152,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008-07-16,Watched,5,,https://www.themoviedb.org/movie/155,Matched
The Dark Knight Rises (2012),The Dark Knight Rises,2012,Blu-ray,,49026,7.8,"Action, Crime, Drama, Thriller",/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,https://image.tmdb.org/t/p/w342/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,,165,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",2012-07-17,Unwatched,,,https://www.themoviedb.org/movie/49026,Matched
Dawn of the Dead (2004),Dawn of the Dead,2004,Blu-ray,,924,7.067,"Horror, Science Fiction",/ttquyxStEEctzghtA2f4PUGprDr.jpg,https://image.tmdb.org/t/p/w342/ttquyxStEEctzghtA2f4PUGprDr.jpg,,101,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",2004-03-19,Unwatched,,,https://www.themoviedb.org/movie/924,Matched
Dawn of the Planet of the Apes (2014),Dawn of the Planet of the Apes,2014,Blu-ray,,119450,7.3,"Science Fiction, Action, Drama, Thriller",/mSmAc9G25fhOHH45SLEeagR0qi7.jpg,https://image.tmdb.org/t/p/w342/mSmAc9G25fhOHH45SLEeagR0qi7.jpg,,130,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",2014-07-08,Unwatched,,,https://www.themoviedb.org/movie/119450,Matched
The Day After Tomorrow (2004),The Day After Tomorrow,2004,Blu-ray,,435,6.6,"Science Fiction, Thriller, Adventure",/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,https://image.tmdb.org/t/p/w342/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,,123,"After paleoclimatologist Jack Hall is largely ignored by UN officials when presenting his environmental concerns about the beginning of a new Ice Age, his research proves true when a superstorm develops, setting off catastrophic natural disasters throughout the world. Trying to get to his son, Sam, who is trapped in New York City with his friend Laura and others, Jack and his crew must travel to get to Sam before it's too late.",2004-05-26,Watched,4,,https://www.themoviedb.org/movie/435,Matched
Dead Silence (2007),Dead Silence,2007,Blu-ray,,14001,6.453,Horror,/rvcUVdATIHKZt7BSSttUkKbeBXN.jpg,https://image.tmdb.org/t/p/w342/rvcUVdATIHKZt7BSSttUkKbeBXN.jpg,,89,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",2007-03-16,Watched,5,,https://www.themoviedb.org/movie/14001,Matched
The Descent (2005),The Descent,2005,Blu-ray,,9392,6.979,"Adventure, Horror",/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,https://image.tmdb.org/t/p/w342/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,,100,"After a personal tragedy, Sarah joins her friends on a caving expedition in the Appalachian Mountains. But when a rockfall traps them deep underground, their adventure turns into a nightmare. As they search for a way out, the group discovers they are not alone—lurking in the darkness are savage, cave-dwelling creatures. With rising tension and dwindling trust, the women must fight to survive against both the predators and each other.",2005-07-08,Watched,3,,https://www.themoviedb.org/movie/9392,Matched
The Devil's Rejects (2005),The Devil's Rejects,2005,Blu-ray,,1696,6.7,"Drama, Horror, Crime",/drZz4AuI7trq6BxlH9Xa4v4O0Pb.jpg,https://image.tmdb.org/t/p/w342/drZz4AuI7trq6BxlH9Xa4v4O0Pb.jpg,,111,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",2005-07-22,Unwatched,,,https://www.themoviedb.org/movie/1696,Matched
The Dictator (2012),The Dictator,2012,Blu-ray,,76493,6.23,Comedy,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,https://image.tmdb.org/t/p/w342/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,,83,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,2012-05-15,Watched,3,,https://www.themoviedb.org/movie/76493,Matched
Disturbia (2007),Disturbia,2007,Blu-ray,,8271,6.686,"Thriller, Drama, Mystery",/3f9KwSrieczuH9nRrwfOsoMoMNd.jpg,https://image.tmdb.org/t/p/w342/3f9KwSrieczuH9nRrwfOsoMoMNd.jpg,,105,"Kale has a life most teenagers would envy. He spends his days endlessly playing video games, surfing the net, eating junk food and watching cable. He has complete free reign of the house, and a beautiful young hottie named Ashley has just moved in next door. There’s only one problem—he’s not allowed to leave the house. Kale’s under court-ordered house arrest for three months, and if he takes one step beyond a 100-foot perimeter of the house, his next confinement will be in a real prison.",2007-03-27,Watched,5,,https://www.themoviedb.org/movie/8271,Matched
Doctor Sleep (2019),Doctor Sleep,2019,Blu-ray,,501170,7.1,"Horror, Fantasy",/p69QzIBbN06aTYqRRiCOY1emNBh.jpg,https://image.tmdb.org/t/p/w342/p69QzIBbN06aTYqRRiCOY1emNBh.jpg,,152,"Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine"".",2019-10-30,Unwatched,,,https://www.themoviedb.org/movie/501170,Matched
Dogma (1999),Dogma,1999,Blu-ray,,1832,6.929,"Fantasy, Comedy, Adventure",/oxhHl2YokTqcP44QK5tiTgjgLgk.jpg,https://image.tmdb.org/t/p/w342/oxhHl2YokTqcP44QK5tiTgjgLgk.jpg,,130,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loophole and reenter Heaven.,1999-10-04,Watched,4,,https://www.themoviedb.org/movie/1832,Matched
Dreamcatcher (2003),Dreamcatcher,2003,Blu-ray,,6171,5.6,"Drama, Horror, Science Fiction, Thriller",/lLhvwLNU4pLgvaNREVFaQ4n3lCf.jpg,https://image.tmdb.org/t/p/w342/lLhvwLNU4pLgvaNREVFaQ4n3lCf.jpg,,134,"Four childhood friends reunite for a hunting trip in the Maine woods, bound by a psychic force born from a childhood friend's dreamcatcher. They find themselves caught in a grotesque alien invasion that twists memory, sanity and reality into something far more sinister.",2003-03-21,Watched,5,,https://www.themoviedb.org/movie/6171,Matched
